AAA1433	Singer Donna Loren says: Relax, refresh... enjoy Dr. Pepper
AAA7061	Makes All Guys Great!
AAA7016	New Glamour Swim Suit Fabrics
AAA0612	Whiskey, Glacier Park Vacations and Tours, Coca-Cola, Medication (4 advertisements)
AAA4255	New Your's favorite soap.
AAA5983	Cross Country in Unspoiled Elegance
AAA5048	Untitled
BBB3896	Cardani french ICE CREAM
AAA9713	Seagram's V.O. The art of giving Canadian.
AAA7899	FIRST in quality and value
AAA6510	Relax: Enjoy Summer Comfort With Electro-Cooler--A Model for Every Home
AAA7099	For Smooth Motor Performance...
AAA5765	Sealtest Dairy Products, N/A (2 advertisements)
AAA3410	Give Seagram's and Be Sure.
AAA8034	Paint your home! Build a patio! Add a room!
AAA4999	Eastern Outfitting Cloaks and Suits, Steinway Piano (2 advertisements)
AAA5264	Grand Opera House stage musicals, Lipton's Tea, Charles H. Fletcher Castoria medicinal castor oil for baby (3 advertisements)
BBB5557	A Man's Store Wher women Delight to Shop
BBB2913	Goddard & Smith For Commercial And Residential Property
AAA8072	Loans
AAA0791	Cola, Ketchup (2 advertisements)
AAA2013	United Bank _still_ pays 5 1/2% and 5 3/4% on passbook accounts.
BBB0713	Fly Delta to Dallas, Atlanta, New Orleans
AAA3657	PROFIT MORE! LIVE BETTER!
AAA1939	The Chevron ABOVE ALL.. means service.
AAA4608	Charity, Cola (3 advertisements)
AAA0087	Palm and Olive Oil Soap, Oleomargarine, Cascar Quinine, Welcome Stranger, Fatima [toabcco?], [tobacco?], Macy's Store, Uneeda Biscuit, ''The Champion'', George M. Cohan's Production of ''The Tavern'', Performance of ''Smooth as Silk'' (11 advertisements)
BBB0575	You'll meet someone you like...at your Ford dealer's
AAA3714	Fram
AAA3043	KOOL MILDS. Extra coolness. Lowered tar.
BBB4051	Outdoor Advertising- How to Get Maximum Results
AAA9610	so smooth...world's largest selling Scotch
AAA3513	6-1/4%
AAA8272b	Benson & Hedges Lights, I Like Your Style
BBB2149	Design Master Homes.  Stop and Compare. $16,450.  19th Ave. North of Bell.
AAA6368	Relax, Your Money's Saft at Home Federal
AAA6050	Untitled
BBB1750	arizona's #1 radio station
BBB1115	Action... You Bet! Horse Racing
AAA5729	What's the good word?
AAA2185	Now... at First National Bank. Exclusively.
AAA9777	USHER'S GREEN STRIPE SCOTCH
AAA1944	Rogers Stainless 99 cents wiuth 8 Gallon Purchase. At the Sign of the Chevron.
BBB0329	''Save enough to send your mother-in-law to camp''
AAA4712	Women Vote for H.N.D. (Haggarty Ninety Day Charge Account)
AAA5078	Untitled
BBB1325	Boston's only compact newspaper
BBB4543	Untitled
BBB6257	Get your dingaling a dingaling.
BBB0451	Selection Tade Financing Service
AAA4073	Greetings
BBB1697	FREE! Bayberry Candles with deposit of $25 or more.
BBB4884	Cough Drops never tasted so good!
AAA8066	Loans
AAA1915	He tanks you for better mileage
AAA7185	Dignity in Beautiful Surroundings
BBB2001	All New for 1965!  Candlelight Homes by John F. Long
BBB5169c	Untitled
AAA2492	You challenge us to stay ahead of your energy needs. We accept ... because we care how you live.
AAA1967	15th anniversary RCA Color-TV Sale. Non Smear Reception. RCA New Vista Tuner. Fiddle-Free Tuning. RCA Automatic Fine Tuning. Longer Life. RCA Solid State Components. RCA Integrated Circuitry.
AAA6088	Camel Filters--Satisfaction
AAA9524	instant replay
AAA6684	good luck Dodgers team...Welcom to Los Angeles!
BBB0647	Anyone can fly Frontier's Half-Fare-Plan
AAA7906	Untitled
AAA7449	Your Car Must Last for the Duration; A Motor Tune Up is That Insurance
BBB2954	Untitled
BBB3484	Eldorado Hills  Shapell builds Quality with... a Touch of class
AAA9905	Your Only 1-Airline Way to San Francisco
AAA1310	4.85%
AAA3801	the car that puts you first!; designed for modern living...
AAA2641	WESTDALE SHOPPING CENTER
AAA9946	Brewed With Pure Rocky Mountain Spring Water
BBB1250	When It Rains It Pours
BBB1551	It'a an el taco Takeover! We're putting it all together! Now... enchilada dinners
AAA1180	The More Corps Is Now $200 Million Strong
AAA4216	PRESENTING STERLING LIKE NO OTHER
BBB5258	Didn't Know I Could Save $23 on Auto Insurance with State Farm Insurance
BBB0815	First morning flight New York
AAA7259	Yessir, For Clothes, It's Schwartz & Grodin--Oakland's Leading Clothiers for 30 Years
AAA2977	Bonus Photo. Newest thing to happen to your snapshots! Extra wallet print with every print on your Kodacolor roll. At leading photo depts. - serviced by Sun Photo Inc.
BBB5783	Untitled
BBB4851	It's later than you think.
AAA6710	Untitled
AAA2019	Happy Earnings! United Bank pays daily interest (not all banks do).
BBB1215	Restaurant & Cocktail Lounge
BBB4515	Various Headlines from War Posters
AAA2167	Our Service is Fast... Also Dependable.
BBB3057	Hey friend, do it again- Ballantine Beer
AAA1885	Save! It's RCAmonth.
AAA5897	Summer's a Kick With the Rockettes!
AAA1907	Cactus Exit 2 Miles
BBB0519	5 convenient entrances.
BBB4149	R-U SOBR
AAA3857	Dairy products, Gleem Paints (2 advertisements)
BBB2459	Wood Bros. Homes, Meadowood West
AAA5167	Untitled
BBB5797	Untitled
AAA7025	Jantzen--More Fabulous Than Ever
BBB0590	Bob Smit's Rambler Town
BBB2575	Avoid Traffic Court with Traffic Courtesy
AAA4926	Swedish Smorgasbord
AAA4868	Ford cars, Republicans, Election advertisement (2 advertisements)
AAA4436	For A Presidential Year. Zenith Radio.
AAA3503	Taste the best of America.
AAA2989	Invite a real Prince! Gittings Wedding Candids.
BBB5902	Circle Tower  Distinctiveness--with Economy  Circle Tower Shops
AAA8774	Beer, Mayonnaise (2 advertisements)
AAA0344	Miller High Life, Madera, Whiskey (3 advertisements)
BBB1337	For a Change Try total...64...performance!
AAA5845	The Uncola; aaaaaaaaaah!
AAA1527	RCA 1969 Prevue Days!
BBB6293	LifeSavers Grape  A hole lot of flavour.
BBB2743	Ketchup, [Wine? liquor?] (2 advertisements)
AAA1892	Oil filter, Real Estate (2 advertisements)
AAA8258	For Unlimited Service!
BBB3646	Untitled
BBB2206	It's all done for you when you own a...Hallcraft Townhouse.
BBB2548	Shrine Circus
AAA5862	We'll beat the pants off any deal!
BBB2235	Hallcraft Townhouses. Now open.
BBB6560	Kickerinos  12.95  Schuneman's
BBB5259	Didn't Know I Could Save $46 on Auto Insurance with State Farm Insurance
AAA9012	Tomato juice, Ketchup (2 advertisements)
BBB0290	New Jet-smooth Luxury in '64
BBB5156	Birmingham isn't magic without you!
AAA1462	This is Dual Energy Country
AAA8705	So thick and rich, it was worth waiting for
AAA4476	the best gifts of all are ELECTRICAL
AAA6888	Our Mr. and Mrs. Los Angeles in Sportswear
AAA6868	Back Again--90 Day Charge Account at Haggarty's
AAA7728	Tomorrow's Breakfast!
AAA0645	Untitled
AAA5496	Moved to Lake St.--To Serve You Better--Lowest Average Price Food Providers
BBB1724	attend Bridal Fair
AAA3248	Smooth as Silk
AAA8520a	The game's on us!
AAA2256	VNB has an open door policy on financing.
BBB0200	Jet smoooooooother
BBB5200	Now Let's All Buy Bonds
AAA1042	Mayonnaise, Tomato sauce (2 advertisements)
BBB1615	Untitled
AAA9072	The Natural Foods for Cats
AAA8810	You belong with Salem
BBB1314	Seagram's Greetings
AAA4139	The Spirit of America
BBB2044	Lakeside Townhouses in Scottsdale
BBB0807	The airline that flies to Bombay flies to Chicago...6 times a day.
BBB4570	You Buy a Liberty Bond I'll Do the Rest
BBB6171	Fred Frantic!
BBB5183a	Untitled
BBB2138	$27,900 Greenridge
AAA2948	While at Park Central... shop at Leonard's
AAA9055	Still the slowest ketchup in town.
AAA6289	The Lowest; Now 100's
AAA5183	Atlantic Keeps Your Car On the Go--Imperial...The Clean Carburetor Gasoline
BBB2554	Let's make every day Safe Driving Day!
AAA9395	Canadian Lord Calvert Imported
AAA3974	Untitled
AAA4159	The Spirit of America
BBB2326	Staggs-Bilt means better built homes.  Paradise Valley West.  32nd Street North of Cactus Road.
AAA6525	Syle Appeal Plus Price Appeal
AAA8972	Taste that beats the others cold!
AAA8146	Mr. and Mrs. leads the Easter Style Parade
BBB2969	Untitled
AAA4818	Auto Loans 4 %; No Hidden or Service Charges; Free...Auto Safety Belts
BBB3740	Untitled
AAA5187	Turn Drugs Off!  Turn On With Life--Remember We ''TOWL'' You So
AAA6915	Untitled
AAA7541	''I Never Thought America Could Do It!''
AAA5076	Untitled
AAA1590	Untitled
AAA8971	Taste that beats the others cold!
BBB1731	Radio 55 KOY Listen!
AAA8519d	Get More's Satisfaction.
AAA5649	Untitled
AAA2012	Where buck-passing is an art!
AAA6696	Plan good Lighting Before you Wire
BBB6301	LifeSavers Pepomint  A hole lot of fresh.
AAA5150	Berkowitz & Sons Interior Decorators, Sherman's Decorators (2 advertisements)
BBB1948	Where you expect to see the Gentry-man
AAA1641	mellowed through hard maple charcoal
BBB1338	Try total performance!
BBB3897	KING COTTON ...clock-cured bacon...
BBB3067	Alaga syrup, Condensed milk (2 advertisements)
BBB5450	Julius Lewis Wraps My Gifts
BBB1203	Tempe Exit- 27 Mi.
BBB3891	Slice after Slice.. it's PERFECT!
AAA7670	The king is here!
BBB3807	LOLITA OCTOBER 22
BBB4885	no employer wants a Green Hand.  Attend Tulsa Business College
AAA7159	Happiest Families Own Their Own Home
BBB5875	Untitled
BBB2413	Sun City, where active reitrement originated
AAA2194	Desert Sands Golf and Country Club
BBB1564	Wednesday Fish Fry All you can eat. $1.49
AAA2691	Untitled
AAA2349	Now... at First National Bank, Exclusively.
AAA5666	Untitled
BBB4879	So Rich in Milk it almost moos.  It's a Milky Way Gone Nutty.  Heavenly.
BBB2701	Soup, Olive Oil (2 advertisements)
AAA4715	We Still Guarantee All Our Hosiery
AAA9960	Remember that great one you had in Chicago?
AAA8204	You will admire the home paint with Acme Quality
BBB2368	Sun City
BBB2324	Staggs-Bilt means better built homes.  Casa Mesa.  Mesa Drive at Southern.
AAA3472	Beautiful.
BBB0380	Mercury Monterey!
AAA6765	Fresh From the Bar-S Ranch
BBB1359	all the world loves a loafer.
AAA5740	Cola (2 advertisements)
AAA6597	The eyes must have it!...Better Light for Better Sight
BBB0119	Taste that beats the others cold!
AAA1655	To ''taste me'' is to love me.
AAA0828	Home Loans
AAA3510	The World's Finest Bourbon Since 1975
BBB6344	Hole's have it!  Pumpkins  Bellrose Drive St. Albert
AAA2368	ARCOsupreme. Richfield's new gasoline.
BBB3992	Untitled
BBB1418	The Tiffany of Las Vegas
BBB2890	Heinz Campside Beans, Libby's Fruit Cocktail, Grossinger's Rye (3 advertisements)
BBB4264	Untitled
AAA2623	BACARDI rum the mixable one
AAA6081	One of a Kind
AAA9467	Authentic. Dewar's ''White Label.'' the Scotch that never varies!
AAA1660	Welcome to the club. Canadian Club.
BBB2857	Still the slowest ketchup in town.
AAA9654	Head of the Bourbon Family
AAA8784	Circus, Cleaning spray (2 advertisements)
AAA6131	Yes...We Say Yes
BBB5068	Water Your Lawn by Dawn's Early Light
AAA5013	DANGER--Stay on Your Own Side of the LINE!
AAA5075	Heiner's--Bakers of Good Bread, At Your Independent Grocer
BBB2640	Olive Oil, Coffee (2 advertisements)
AAA6140	Fly Delta--Non-Stop to Phoenix, Dallas/Ft. Worth
AAA6613	Falstaff: The beer for good times!
AAA4591	Untitled
AAA3963	Gasoline, Beer (2 advertisements)
AAA5926	Hormel Chili Kit
BBB3692	Untitled
AAA1385	Summit meeting!
BBB4255	Untitled
AAA6505	Anyway You Look At It--PDQ Petrol Gasoline IS Better Than 21c Gasolin
BBB5455	''better than ever''  52nd Anniversary sale  sept. 29th...Oct. 8th  meyers arnold
AAA8264	Boy, You'll Never Even Get Near Me!
AAA6933	Join Red Cross
AAA5244	Sunshine for Sale...$15 Off Electric Dryer Installation
BBB1784	#1 KRIZZZZZZZZZ
AAA1778	income on a 12-month cycle
BBB0239	Drive the leader before you buy!
BBB6547	Untitled
BBB3195a	New York, you've had it. So often, in fact, it's your no. 1 sauce.
AAA6615	The New Pontiac
BBB4121	Drink, and it's your business. Drive, and it's ours.
BBB6552	Untitled
BBB0079	Taste that beats the others cold!
AAA3270	WILD TURKEY 101 PROOF
AAA8610	Untitled
AAA7869	Calvert Whiskey is the largest selling whiskey in the world!
BBB2431	You belong...  in a country-club home
AAA0511	Glorifies Pies
AAA1431	It's variety time... drink Barg's
AAA0517	money goes farther in a Chevy
BBB1587	M&M's Plain Chocolate Candies
AAA8527a	Crush-proof purse pack.
AAA5197	Untitled
AAA0033	It's your future, save for it with United States Savings Bonds
AAA4381	Car dealership (2 advertisements)
AAA0006	Homeless Brother -- Don McLean
BBB5703	agar ham
BBB2031	Model Homes Open Daily  Continental Homes Northwest
BBB1001	Moon Valley is now open!!!
BBB6792	SLEEP like a child again.
AAA6117	B&H, I Like Your Style
AAA2161	Arizona's largest domestic title insurer
AAA4981	do it Outdoors
AAA3865	PREFABRICATORS INC.
AAA3511	A rare gift for over 175 Decembers.
BBB2789	Only Sunbeam Has No Holes!
BBB6079	Atlantic Use all three White Flash, Motor Oil-, Lubrication
AAA2091	Fill in the spaces with a Valley Bank loan.
BBB1088	Phoenix Jaycees Rodeo of Rodeos
AAA8176	Untitled
BBB1899	Mark of Color Leadership.  RCA Victor TV
AAA2274	The York Champion III could save you a ton.
AAA0013	Ahhhvocado
AAA2539	Regal Glass Free with fill-up at participating stations.
AAA1255	Insured
BBB5386	Delicious  Gridiron Steak Sandwich Treat of the Month 55 cents  Open All Night...All Over Memphis
BBB6615	Murad Cigarettes, B.V.D., Boston Garter, Arrow Collars, Kaufman Hats, Harry & Mannie, Edison Cement, Hotel Commodore, Gem Safety Razor, Gem Double Life Blades (10 advertisements)
AAA9582	Generation gap? We never heard of it.
AAA2486	Your first resort ____[blocked]
AAA6485	So Good With Qualitee Cream
BBB2188	Hallcraft Homes.  48th St. and Broadway.
AAA9526	true old-style Kentucky Bourbon...
AAA2927	Got bees in your trees?
AAA6953	Move Over Billy, We're Using 76!
AAA8471c	Virginia Slims Lights
BBB5475	Store Name Here
AAA5950	We've lost 497,562 lbs. this year.  What have you got to lose?
BBB0302	Jet-smoother for '66
AAA2038	talk of the town... York Air Conditioning. Black & Ryan Air Conditioning
AAA5483	I Invite You to Shop in Christmas City, Wisconsin at the Boston Store
BBB2306	Grand Opening Skyview Homes  2, 3, & 4 Bedrooms From $14, 600
BBB1071	Support the Phoenix Open
BBB2399	It's Showtime
BBB6249	Kuppenheimer Good Clothes  15 Laura Kent Warren Co. 17 Laura
AAA5625	Untitled
AAA2483	BE BRIGHT ABOUT LIGHT
AAA0371	It's Fun To Eat Out
BBB0012	the beer of good taste...''It's the Water''
AAA1984	Coleman ELECTRA-PAC heats and cools
BBB4801	''Keep Pace with Changing Taste...''  Ted Williams.  Drink Moxie.  Regular or Sugar Free.
AAA2014	The _people_-partners!
AAA6602	Easy terms; A trade, a job, security
BBB3564	Virginia Slims Lights.  Only 9 mg tar.
AAA7896	This Spring It's a Hardeman
AAA5188	Now Priced With the Most Popular Three!
BBB2696	Cleans And Disinfects
AAA6763	Extra Tasty...Extra Lean!
AAA3362	UNION BANK IS OPEN  MORE HOURS PER WEEK & MORE DAYS PER WEEK
BBB5121	Untitled
AAA6309	Come to Marlboro Country
BBB6814	Fresh Chase and Sanborn's Coffee
BBB0493	Keep Cool with an A.R.A. Air Conditioner
AAA9677	The Sure One
AAA3956	Gibson 8 the whiskey without [rest of headline unclear]
BBB6082	Super Pyro Anit-Freeze
BBB5047	Go Army and  Grow
AAA3987	Untitled
AAA3600	16 MILES in MESA 22 MILES in Phoenix
AAA7839	We Believe It's America's Finest Whiskey
AAA1630	Western Electric Employees... Join the LEADER!... for higher pay... for better working conditions.
BBB5066	Water is Precious in the Desert Don't Waste It
AAA1631	Avis is only No.2 in rent a cars. So we try harder.
AAA9656	You don't give Old Grand-Dad. You present it.
AAA4318	SKI TAHOE'S Heavenly FLY AIR CALIFORNIA $47
AAA7529	Taste the World's Finest Hops
BBB0801	Our million dollar bonus. It's working.
BBB0248	Feel Sure with the Front-Runner!
AAA1671	JIM BEAM A family art for 175 years.
AAA2716	The Phoenix Zoo. Ten years together
BBB1777	#1 KRIZZZZZZZZZ
BBB2142	OlÃ„!
AAA8008	Untitled
BBB3734	Untitled
AAA0768	You belong with Salem. America's first choice in Menthol Cigarettes!
AAA9540	Glenmore Gin...and friends
BBB0556	Ride With The Winner!
AAA4346	Columbus 1958 AUTO SHOW
AAA4769	Mademoiselle Shoes at Haggarty's--Downtown and Beverly Hills
BBB4654	It leaves you breathless!  Smirnoff Screwdriver
BBB5454	''better than ever''  52nd Anniversary sale  sept. 29th...Oct. 8th  meyers arnold
BBB3179	Cleans AND Disinfects. New Aerosol.
BBB1181	3 Miles Straight Ahead
AAA0313	Untitled
BBB5510	Superb Meats  Safeway
BBB1642	Howard Johnson's Restaurant. 3 Miles Ahead.
BBB4655	It leaves you breathless!  Smirnoff Screwdriver
BBB5064	Saving Lives and Conserving Fuel   55
BBB0297	Beautiful Shape for '65
AAA2874	WANTED: People looking for fun... relaxation... socialbility!... No experience necessary! Apply at: GLENFAIR LANES
BBB1640	Big Fish Fry. $1.19 every Wednesday
BBB2121	Cox Meadows
BBB4191	Untitled
AAA7272	All American Bulova Watch Sale
AAA2218	First Federal's Statesman's Club. A better offer.
AAA8716	So thick and rich, it was worth waiting for.
BBB5452	A Safe Place to Shop  Morris's  Coats Dresses Furs
BBB4436	Untitled
BBB2495	Get Sea and Ski - Get a show off tan - skip the burn
BBB4827	Untitled
BBB1620	Give Thieves Light Fright
BBB1717	The New Sound With Jack Reynolds
AAA6758	Hot Dog!  Grand Taste
AAA9251	One success leads to another.
BBB2329	See Staggs-Bilt Homes. Cactus Gardens.  Turn Right
BBB1080	Support the Phoenix Open
BBB5345	New Peters Plastic Shells  Pack Extra Power
AAA8937	You belong with Salem
AAA0931	Lawyers Title has a new name!
AAA2450	Next Right - 75th Ave. Only 17 minutes to a new kind of city. Litchfield Park.
BBB0355	Lowest priced full-size V-8 hardtop!
BBB2503	Tan Hawaiian, Tanya
BBB4657	Wish I had some Terramycin
AAA0808	Double Stamps
AAA8462c	New Camel Lights HARD PACK.
BBB6156	Help Fred get out!
AAA3606	Welcome RCA Dealers
BBB5191	Untitled
AAA9923	two of man's greatest achievements
AAA6175	The Liquor's In It--Banana Colada-a-h-h-h
BBB6086	-your can bet You Life on Barnsdall Tires
BBB5499	Ker-Plunk!  Down go prices at food Fair  Get Merchants Green Stamps, Too
AAA8270	You hear Maxwell House Coffee praised wherever you go!
AAA0053	Take some one to church this week ... you'll both be richer for it
AAA3302	all the flavor you want
AAA3669	MORE THAN JUST FURNITURE WARNERS
AAA0933	Untitled
BBB1280	Cherry Choco-Chip
BBB2779	Pineapple, Rye (2 advertisements)
AAA2277	Ride The Hot One
BBB0170	From the land where thirst comes tall
BBB1412	Untitled
BBB0715	It's DELTA to Dallas
AAA0761	Who? What? Where? close to home.
AAA9795	Wolfschmidt Vodka Canada Dry Tonic Ahhhhhhhhhh
AAA0616	Next Time Try the Train
AAA5593	Miller High Life Beer, Madera Wine, Esso Extra Motor Oil (3 advertisements)
BBB3882	Budweiser
AAA9287b	La espuma de 10 minutos. Ha tomado el tiempo alguna vez?
AAA3364	Grande Canadian From the last North American frontier.
AAA3455	Seagram's 7 fits right into your world
AAA9847	Summer Fare
BBB0066	Pepsi...it's got a lot to give
AAA7032	Untitled
AAA5965	Based on a true story; Out of Africa
BBB1571	Chopped Beefsteak Special. $2.29
AAA9213	Ringling Bros. and Barnum and Bailey Circus
AAA3722	unknown, Continental Engines (2 advertisements)
BBB3814	NEAGELE'S HEADLINER ...Bringing Christmas to 13,000 Needy Children (MIFA's Christmas Store)
AAA6120	Dynamite Music!
BBB6365	Oasis cigarettes, Cowperthwat and Sons (2 advertisements)
BBB1481	3 Miles to Painted Desert Oasis, Food Service
AAA4822	Schaefer Center at N.Y. World's Fair!  Don't miss it!
AAA1578	Untitled
BBB0662	Trip the light fantastic way...
AAA2915	Put your money where the stamps are.
BBB2007	Gene Hancock's famous Cavalier Homes
BBB4096	Untitled
AAA9555	...It's always a pleasure
BBB0356	It's a little gas.
